scientific_name,common_name,scientific_name_avibase8.17,common_name_avibase8.17,order_avibase8.17,family_avibase8.17,status_CA_avibase8.17,status_NAM_avibase8.17,status_NaN_avibase8.17,status_US48_avibase8.17,status_USak_avibase8.17,regions_avibase8.17,in_avibase8.17,AOU_bbs2024,common_name_bbs2024,order_bbs2024,family_bbs2024,scientific_name_bbs2024,in_bbs2024,common_name_clements2024,scientific_name_clements2024,region_clements2024,family_clements2024,order_clements2024,in_clements2024,status_CA_US48_USak,L1_ca.conus.data,AOU_bbs2024.combo,scientific_name_clements2024.combo,common_name_clements2024.combo
Lonchura punctulata,Scaly-breasted Munia,Lonchura punctulata,Scaly-breasted Munia,PASSERIFORMES,Estrildidae,NA,Introduced species,NA,Introduced species,NA,AFR; ASI; AUS; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; UShi,yes,8110,Scaly-breasted Munia,Passeriformes,Estrildidae,Lonchura punctulata,yes,Scaly-breasted Munia,Lonchura punctulata,NA,Estrildidae (Waxbills and Allies),Passeriformes,yes,Introduced species,yes,8110,Lonchura punctulata,Scaly-breasted Munia
Lophodytes cucullatus,Hooded Merganser,Lophodytes cucullatus,Hooded Merganser,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1310,Hooded Merganser,Anseriformes,Anatidae,Lophodytes cucullatus,yes,Hooded Merganser,Lophodytes cucullatus,breeds northern North America; winters to Mexico and West Indies,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1310,Lophodytes cucullatus,Hooded Merganser
Loxia curvirostra,Red Crossbill,Loxia curvirostra,Red Crossbill,PASSERIFORMES,Fringillidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak,yes,5210,Red Crossbill,Passeriformes,Fringillidae,Loxia curvirostra,yes,Red Crossbill,Loxia curvirostra,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,NA,yes,5210,Loxia curvirostra,Red Crossbill
Loxia curvirostra/leucoptera,unid. Red Crossbill/White-winged Crossbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,5225,unid. Red Crossbill / White-winged Crossbill,Passeriformes,Fringillidae,Loxia curvirostra / leucoptera,yes,NA,NA,NA,NA,NA,no,NA,yes,5225,NA,NA
Loxia leucoptera,White-winged Crossbill,Loxia leucoptera,White-winged Crossbill,PASSERIFORMES,Fringillidae,NA,NA,NA,NA,NA,ASI; CA; EUR; hol; NAM; nea; pal; US48; USak,yes,5220,White-winged Crossbill,Passeriformes,Fringillidae,Loxia leucoptera,yes,White-winged Crossbill,Loxia leucoptera,NA,"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,NA,yes,5220,Loxia leucoptera,White-winged Crossbill
Loxia sinesciuris,Cassia Crossbill,Loxia sinesciuris,Cassia Crossbill,PASSERIFORMES,Fringillidae,NA,Endemic,NA,Endemic,NA,hol; NAM; nea; US48,yes,NA,NA,NA,NA,NA,no,Cassia Crossbill,Loxia sinesciuris,South Hills and Albion Mountains of south-central Idaho (northwestern USA),"Fringillidae (Finches, Euphonias, and Allies)",Passeriformes,yes,Endemic,yes,NA,Loxia sinesciuris,Cassia Crossbill
Loxia sinesciuris/curvirostra,unid. Cassia Crossbill/Red Crossbill,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,5212,unid. Cassia Crossbill / Red Crossbill,Passeriformes,Fringillidae,Loxia sinesciuris / curvirostra,yes,NA,NA,NA,NA,NA,no,NA,yes,5212,NA,NA
Luscinia svecica; Cyanecula svecica,Bluethroat,Luscinia svecica,Bluethroat,PASSERIFORMES,Muscicapidae,NA,NA,NA,Rare/Accidental,NA,AFR; ASI; CA; EUR; hol; MID; NAM; nea; pal; US48; USak,yes,7640,Bluethroat,Passeriformes,Muscicapidae,Cyanecula svecica,yes,Bluethroat,Luscinia svecica,NA,Muscicapidae (Old World Flycatchers),Passeriformes,yes,Rare/Accidental,yes,7640,Luscinia svecica,Bluethroat
Mareca americana,American Wigeon,Mareca americana,American Wigeon,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,1370,American Wigeon,Anseriformes,Anatidae,Mareca americana,yes,American Wigeon,Mareca americana,breeds Alaska to southern USA; winters through Central America and the Caribbean,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1370,Mareca americana,American Wigeon
Mareca penelope,Eurasian Wigeon,Mareca penelope,Eurasian Wigeon,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,1360,Eurasian Wigeon,Anseriformes,Anatidae,Mareca penelope,yes,Eurasian Wigeon,Mareca penelope,breeds northern and central Eurasia; winters to northern Africa and southern Asia,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1360,Mareca penelope,Eurasian Wigeon
Mareca strepera,Gadwall,Mareca strepera,Gadwall,ANSERIFORMES,Anatidae,NA,NA,Rare/Accidental,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; PAC; pal; SAM; US48; USak; UShi,yes,1350,Gadwall,Anseriformes,Anatidae,Mareca strepera,yes,Gadwall,Mareca strepera,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1350,Mareca strepera,Gadwall
Megaceryle alcyon,Belted Kingfisher,Megaceryle alcyon,Belted Kingfisher,CORACIIFORMES,Alcedinidae,NA,NA,NA,NA,NA,AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi,yes,3900,Belted Kingfisher,Coraciiformes,Alcedinidae,Megaceryle alcyon,yes,Belted Kingfisher,Megaceryle alcyon,central and eastern Canada to northern South America including Trinidad and Tobago and West Indies,Alcedinidae (Kingfishers),Coraciiformes,yes,NA,yes,3900,Megaceryle alcyon,Belted Kingfisher
Megaceryle torquata,Ringed Kingfisher,Megaceryle torquata,Ringed Kingfisher,CORACIIFORMES,Alcedinidae,NA,NA,Rare/Accidental,NA,NA,CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48,yes,3901,Ringed Kingfisher,Coraciiformes,Alcedinidae,Megaceryle torquata,yes,Ringed Kingfisher,Megaceryle torquata,NA,Alcedinidae (Kingfishers),Coraciiformes,yes,NA,yes,3901,Megaceryle torquata,Ringed Kingfisher
Megascops asio,Eastern Screech-Owl,Megascops asio,Eastern Screech-Owl,STRIGIFORMES,Strigidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48,yes,3730,Eastern Screech-Owl,Strigiformes,Strigidae,Megascops asio,yes,Eastern Screech-Owl,Megascops asio,NA,Strigidae (Owls),Strigiformes,yes,NA,yes,3730,Megascops asio,Eastern Screech-Owl
Megascops kennicottii,Western Screech-Owl,Megascops kennicottii,Western Screech-Owl,STRIGIFORMES,Strigidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; hol; NAM; nea; US48; USak,yes,3732,Western Screech-Owl,Strigiformes,Strigidae,Megascops kennicottii,yes,Western Screech-Owl,Megascops kennicottii,NA,Strigidae (Owls),Strigiformes,yes,Rare/Accidental,yes,3732,Megascops kennicottii,Western Screech-Owl
Megascops trichopsis,Whiskered Screech-Owl,Megascops trichopsis,Whiskered Screech-Owl,STRIGIFORMES,Strigidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,3731,Whiskered Screech-Owl,Strigiformes,Strigidae,Megascops trichopsis,yes,Whiskered Screech-Owl,Megascops trichopsis,NA,Strigidae (Owls),Strigiformes,yes,NA,yes,3731,Megascops trichopsis,Whiskered Screech-Owl
Melanerpes aurifrons,Golden-fronted Woodpecker,Melanerpes aurifrons,Golden-fronted Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,4100,Golden-fronted Woodpecker,Piciformes,Picidae,Melanerpes aurifrons,yes,Golden-fronted Woodpecker,Melanerpes aurifrons,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4100,Melanerpes aurifrons,Golden-fronted Woodpecker
Melanerpes carolinus,Red-bellied Woodpecker,Melanerpes carolinus,Red-bellied Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; hol; NAM; nea; US48,yes,4090,Red-bellied Woodpecker,Piciformes,Picidae,Melanerpes carolinus,yes,Red-bellied Woodpecker,Melanerpes carolinus,eastern North America (southern Canada to Texas and Florida Keys),Picidae (Woodpeckers),Piciformes,yes,NA,yes,4090,Melanerpes carolinus,Red-bellied Woodpecker
Melanerpes erythrocephalus,Red-headed Woodpecker,Melanerpes erythrocephalus,Red-headed Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CA; CAR; hol; NAM; nea; US48,yes,4060,Red-headed Woodpecker,Piciformes,Picidae,Melanerpes erythrocephalus,yes,Red-headed Woodpecker,Melanerpes erythrocephalus,eastern North America from southern Canada to Gulf of Mexico and Florida,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4060,Melanerpes erythrocephalus,Red-headed Woodpecker
Melanerpes formicivorus,Acorn Woodpecker,Melanerpes formicivorus,Acorn Woodpecker,PICIFORMES,Picidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; SAM; US48,yes,4070,Acorn Woodpecker,Piciformes,Picidae,Melanerpes formicivorus,yes,Acorn Woodpecker,Melanerpes formicivorus,NA,Picidae (Woodpeckers),Piciformes,yes,Rare/Accidental,yes,4070,Melanerpes formicivorus,Acorn Woodpecker
Melanerpes lewis,Lewis's Woodpecker,Melanerpes lewis,Lewis's Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,Rare/Accidental,CA; CAM; hol; NAM; nea; US48; USak,yes,4080,Lewis's Woodpecker,Piciformes,Picidae,Melanerpes lewis,yes,Lewis's Woodpecker,Melanerpes lewis,oak-pine woodland of western North America; winters to northern Mexico,Picidae (Woodpeckers),Piciformes,yes,Rare/Accidental,yes,4080,Melanerpes lewis,Lewis's Woodpecker
Melanerpes uropygialis,Gila Woodpecker,Melanerpes uropygialis,Gila Woodpecker,PICIFORMES,Picidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,4110,Gila Woodpecker,Piciformes,Picidae,Melanerpes uropygialis,yes,Gila Woodpecker,Melanerpes uropygialis,NA,Picidae (Woodpeckers),Piciformes,yes,NA,yes,4110,Melanerpes uropygialis,Gila Woodpecker
Melanitta americana,Black Scoter,Melanitta americana,Black Scoter,ANSERIFORMES,Anatidae,Near-threatened,Near-threatened,NA,Near-threatened,Near-threatened,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; oat; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,1630,Black Scoter,Anseriformes,Anatidae,Melanitta americana,yes,Black Scoter,Melanitta americana,"breeds Yana River to Kamchatka (eastern Siberia), Alaska eastward to northwestern Yukon; eastern Northwest Territories and southwestern Nunavut to Newfoundland (central to eastern Canada); winters to central Japan (western North Pacific coast); Aleutian Islands, eastern North Pacific coast to central California; western North Atlantic coast from Newfoundland to northern Florida","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,Near-threatened; Near-threatened; Near-threatened,yes,1630,Melanitta americana,Black Scoter
Melanitta deglandi,White-winged Scoter,Melanitta deglandi,White-winged Scoter,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; US48; USak; XX,yes,1650,White-winged Scoter,Anseriformes,Anatidae,Melanitta deglandi,yes,White-winged Scoter,Melanitta deglandi,breeds subarctic western Alaska to eastern shore of James Bay (east-central Canada); winters Aleutian Islands to central California (eastern North Pacific coast); and Gulf of St. Lawrence to New Jersey,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1650,Melanitta deglandi,White-winged Scoter
Melanitta perspicillata,Surf Scoter,Melanitta perspicillata,Surf Scoter,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi; XX,yes,1660,Surf Scoter,Anseriformes,Anatidae,Melanitta perspicillata,yes,Surf Scoter,Melanitta perspicillata,breeds northern North America; winters to Baja California and southern USA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1660,Melanitta perspicillata,Surf Scoter
Melanitta sp.,scoter sp.; unid. scoter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,1657,unid. scoter,Anseriformes,Anatidae,Melanitta sp.,yes,scoter sp.,Melanitta sp.,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1657,Melanitta sp.,scoter sp.
Meleagris gallopavo,Wild Turkey,Meleagris gallopavo,Wild Turkey,GALLIFORMES,Phasianidae,NA,NA,NA,NA,NA,AUS; CA; CAM; hol; NAM; nea; OCE; PAC; pal; US48; UShi,yes,3100,Wild Turkey,Galliformes,Phasianidae,Meleagris gallopavo,yes,Wild Turkey,Meleagris gallopavo,NA,"Phasianidae (Pheasants, Grouse, and Allies)",Galliformes,yes,NA,yes,3100,Meleagris gallopavo,Wild Turkey
Melopsittacus undulatus,Budgerigar,Melopsittacus undulatus,Budgerigar,PSITTACIFORMES,Psittaculidae,NA,Extirpated,NA,Extirpated,NA,ASI; AUS; CAR; hol; NAM; nea; OCE; US48,yes,3822,Budgerigar,Psittaciformes,Psittaculidae,Melopsittacus undulatus,yes,Budgerigar,Melopsittacus undulatus,widespread and locally abundant in interior of Australia,Psittaculidae (Old World Parrots),Psittaciformes,yes,Extirpated,yes,3822,Melopsittacus undulatus,Budgerigar
Melospiza georgiana,Swamp Sparrow,Melospiza georgiana,Swamp Sparrow,PASSERIFORMES,Passerellidae,NA,NA,NA,NA,Rare/Accidental,ASI; CA; CAM; CAR; hol; NAM; nea; pal; US48; USak,yes,5840,Swamp Sparrow,Passeriformes,Passerellidae,Melospiza georgiana,yes,Swamp Sparrow,Melospiza georgiana,NA,Passerellidae (New World Sparrows),Passeriformes,yes,Rare/Accidental,yes,5840,Melospiza georgiana,Swamp Sparrow
Melospiza lincolnii,Lincoln's Sparrow,Melospiza lincolnii,Lincoln's Sparrow,PASSERIFORMES,Passerellidae,NA,NA,NA,NA,NA,CA; CAM; CAR; EUR; hol; NAM; nea; pal; SAM; US48; USak,yes,5830,Lincoln's Sparrow,Passeriformes,Passerellidae,Melospiza lincolnii,yes,Lincoln's Sparrow,Melospiza lincolnii,NA,Passerellidae (New World Sparrows),Passeriformes,yes,NA,yes,5830,Melospiza lincolnii,Lincoln's Sparrow
Melospiza melodia,Song Sparrow,Melospiza melodia,Song Sparrow,PASSERIFORMES,Passerellidae,NA,NA,NA,NA,NA,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak; XX,yes,5810,Song Sparrow,Passeriformes,Passerellidae,Melospiza melodia,yes,Song Sparrow,Melospiza melodia,NA,Passerellidae (New World Sparrows),Passeriformes,yes,NA,yes,5810,Melospiza melodia,Song Sparrow
Melozone aberti,Abert's Towhee,Melozone aberti,Abert's Towhee,PASSERIFORMES,Passerellidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,5920,Abert's Towhee,Passeriformes,Passerellidae,Melozone aberti,yes,Abert's Towhee,Melozone aberti,NA,Passerellidae (New World Sparrows),Passeriformes,yes,NA,yes,5920,Melozone aberti,Abert's Towhee
Melozone crissalis,California Towhee,Melozone crissalis,California Towhee,PASSERIFORMES,Passerellidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,5911,California Towhee,Passeriformes,Passerellidae,Melozone crissalis,yes,California Towhee,Melozone crissalis,NA,Passerellidae (New World Sparrows),Passeriformes,yes,NA,yes,5911,Melozone crissalis,California Towhee
Melozone fusca,Canyon Towhee,Melozone fusca,Canyon Towhee,PASSERIFORMES,Passerellidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,5910,Canyon Towhee,Passeriformes,Passerellidae,Melozone fusca,yes,Canyon Towhee,Melozone fusca,NA,Passerellidae (New World Sparrows),Passeriformes,yes,NA,yes,5910,Melozone fusca,Canyon Towhee
Mergus merganser,Common Merganser,Mergus merganser,Common Merganser,ANSERIFORMES,Anatidae,NA,NA,NA,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; UShi,yes,1290,Common Merganser,Anseriformes,Anatidae,Mergus merganser,yes,Common Merganser,Mergus merganser,NA,"Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1290,Mergus merganser,Common Merganser
Mergus serrator,Red-breasted Merganser,Mergus serrator,Red-breasted Merganser,ANSERIFORMES,Anatidae,NA,NA,Rare/Accidental,NA,NA,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; NaN; nea; OCE; PAC; pal; SAM; US48; USak; UShi; XX,yes,1300,Red-breasted Merganser,Anseriformes,Anatidae,Mergus serrator,yes,Red-breasted Merganser,Mergus serrator,"breeds southern Greenland, Iceland, northern British Isles, and Scandinavia to Sakhalin and Kamchatka peninsulas, and Kuril and Commander islands (southeastern Russia), in south through northern Kazakhstan and northeastern China; western Alaska mainland through mainland Canada from Arctic to northern Great Lakes and eastward to Nova Scotia; winters to coasts of southern Europe, Black and Caspian seas; Japan, Korean Peninsula, and eastern China; to west-central Mexico, Gulf Coast, and Florida","Anatidae (Ducks, Geese, and Waterfowl)",Anseriformes,yes,NA,yes,1300,Mergus serrator,Red-breasted Merganser
Micrathene whitneyi,Elf Owl,Micrathene whitneyi,Elf Owl,STRIGIFORMES,Strigidae,NA,NA,NA,NA,NA,CAM; hol; NAM; nea; US48,yes,3810,Elf Owl,Strigiformes,Strigidae,Micrathene whitneyi,yes,Elf Owl,Micrathene whitneyi,NA,Strigidae (Owls),Strigiformes,yes,NA,yes,3810,Micrathene whitneyi,Elf Owl
Mimus gundlachii,Bahama Mockingbird,Mimus gundlachii,Bahama Mockingbird,PASSERIFORMES,Mimidae,NA,NA,NA,Rare/Accidental,NA,CAR; hol; NAM; nea; US48,yes,7031,Bahama Mockingbird,Passeriformes,Mimidae,Mimus gundlachii,yes,Bahama Mockingbird,Mimus gundlachii,NA,Mimidae (Mockingbirds and Thrashers),Passeriformes,yes,Rare/Accidental,yes,7031,Mimus gundlachii,Bahama Mockingbird
Mimus polyglottos,Northern Mockingbird,Mimus polyglottos,Northern Mockingbird,PASSERIFORMES,Mimidae,NA,NA,NA,NA,Rare/Accidental,AFR; CA; CAM; CAR; EUR; hol; NAM; nea; OCE; PAC; pal; US48; USak; UShi; XX,yes,7030,Northern Mockingbird,Passeriformes,Mimidae,Mimus polyglottos,yes,Northern Mockingbird,Mimus polyglottos,NA,Mimidae (Mockingbirds and Thrashers),Passeriformes,yes,Rare/Accidental,yes,7030,Mimus polyglottos,Northern Mockingbird
Mniotilta varia,Black-and-white Warbler,Mniotilta varia,Black-and-white Warbler,PASSERIFORMES,Parulidae,NA,NA,NA,NA,Rare/Accidental,AFR; CA; CAM; CAR; EUR; hol; NAM; NaN; nea; OCE; PAC; pal; SAM; TT; US48; USak; XX,yes,6360,Black-and-white Warbler,Passeriformes,Parulidae,Mniotilta varia,yes,Black-and-white Warbler,Mniotilta varia,Canada to Gulf states; winters Mexico to Peru and West Indies,Parulidae (New World Warblers),Passeriformes,yes,Rare/Accidental,yes,6360,Mniotilta varia,Black-and-white Warbler
Molothrus aeneus,Bronzed Cowbird,Molothrus aeneus,Bronzed Cowbird,PASSERIFORMES,Icteridae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; hol; NAM; NaN; nea; SAM; US48,yes,4960,Bronzed Cowbird,Passeriformes,Icteridae,Molothrus aeneus,yes,Bronzed Cowbird,Molothrus aeneus,NA,Icteridae (Troupials and Allies),Passeriformes,yes,Rare/Accidental,yes,4960,Molothrus aeneus,Bronzed Cowbird
Molothrus aeneus/ater,Bronzed/Brown-headed Cowbird; unid. Bronzed Cowbird/Brown-headed Cowbird,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,4955,unid. Bronzed Cowbird / Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus aeneus / ater,yes,Bronzed/Brown-headed Cowbird,Molothrus aeneus/ater,NA,Icteridae (Troupials and Allies),Passeriformes,yes,NA,yes,4955,Molothrus aeneus/ater,Bronzed/Brown-headed Cowbird
Molothrus ater,Brown-headed Cowbird,Molothrus ater,Brown-headed Cowbird,PASSERIFORMES,Icteridae,NA,NA,NA,NA,Rare/Accidental,ASI; CA; CAM; CAR; EUR; hol; NAM; nea; pal; US48; USak,yes,4950,Brown-headed Cowbird,Passeriformes,Icteridae,Molothrus ater,yes,Brown-headed Cowbird,Molothrus ater,NA,Icteridae (Troupials and Allies),Passeriformes,yes,Rare/Accidental,yes,4950,Molothrus ater,Brown-headed Cowbird
Molothrus bonariensis,Shiny Cowbird,Molothrus bonariensis,Shiny Cowbird,PASSERIFORMES,Icteridae,Rare/Accidental,NA,NA,Rare/Accidental,NA,CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48,yes,4961,Shiny Cowbird,Passeriformes,Icteridae,Molothrus bonariensis,yes,Shiny Cowbird,Molothrus bonariensis,NA,Icteridae (Troupials and Allies),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes,4961,Molothrus bonariensis,Shiny Cowbird
Morus bassanus,Northern Gannet,Morus bassanus,Northern Gannet,SULIFORMES,Sulidae,NA,NA,NA,NA,Rare/Accidental,AFR; ASI; CA; CAM; CAR; EUR; hol; MID; NAM; nea; pal; SAM; TT; US48; USak; XX,yes,1170,Northern Gannet,Suliformes,Sulidae,Morus bassanus,yes,Northern Gannet,Morus bassanus,breeds North Atlantic coasts; ranges to coastal northwestern Africa,Sulidae (Boobies and Gannets),Suliformes,yes,Rare/Accidental,yes,1170,Morus bassanus,Northern Gannet
Motacilla alba,White Wagtail,Motacilla alba,White Wagtail,PASSERIFORMES,Motacillidae,Rare/Accidental,NA,NA,Rare/Accidental,Rare/Accidental,AFR; ASI; AUS; CA; CAM; CAR; EUR; hol; MID; NAM; nea; OCE; PAC; pal; SAM; TT; US48; USak; UShi; XX,yes,6940,White Wagtail,Passeriformes,Motacillidae,Motacilla alba,yes,White Wagtail,Motacilla alba,NA,Motacillidae (Wagtails and Pipits),Passeriformes,yes,Rare/Accidental; Rare/Accidental; Rare/Accidental,yes,6940,Motacilla alba,White Wagtail
Motacilla tschutschensis,Eastern Yellow Wagtail,Motacilla tschutschensis,Eastern Yellow Wagtail,PASSERIFORMES,Motacillidae,NA,Rare/Accidental,NA,Rare/Accidental,NA,AFR; ASI; AUS; CA; CAM; EUR; hol; MID; NAM; nea; OCE; PAC; pal; US48; USak; XX,yes,6960,Eastern Yellow Wagtail,Passeriformes,Motacillidae,Motacilla tschutschensis,yes,Eastern Yellow Wagtail,Motacilla tschutschensis,NA,Motacillidae (Wagtails and Pipits),Passeriformes,yes,Rare/Accidental,yes,6960,Motacilla tschutschensis,Eastern Yellow Wagtail
Myadestes townsendi,Townsend's Solitaire,Myadestes townsendi,Townsend's Solitaire,PASSERIFORMES,Turdidae,NA,NA,NA,NA,NA,CA; CAM; hol; NAM; nea; US48; USak,yes,7540,Townsend's Solitaire,Passeriformes,Turdidae,Myadestes townsendi,yes,Townsend's Solitaire,Myadestes townsendi,NA,Turdidae (Thrushes and Allies),Passeriformes,yes,NA,yes,7540,Myadestes townsendi,Townsend's Solitaire
Mycteria americana,Wood Stork,Mycteria americana,Wood Stork,CICONIIFORMES,Ciconiidae,Rare/Accidental,NA,NA,NA,NA,CA; CAM; CAR; hol; NAM; NaN; nea; SAM; TT; US48,yes,1880,Wood Stork,Ciconiiformes,Ciconiidae,Mycteria americana,yes,Wood Stork,Mycteria americana,"southern USA to northern Argentina, Brazil, Cuba, and Hispaniola",Ciconiidae (Storks),Ciconiiformes,yes,Rare/Accidental,yes,1880,Mycteria americana,Wood Stork
Myiarchus cinerascens,Ash-throated Flycatcher,Myiarchus cinerascens,Ash-throated Flycatcher,PASSERIFORMES,Tyrannidae,Rare/Accidental,NA,NA,NA,Rare/Accidental,CA; CAM; CAR; hol; NAM; nea; US48; USak,yes,4540,Ash-throated Flycatcher,Passeriformes,Tyrannidae,Myiarchus cinerascens,yes,Ash-throated Flycatcher,Myiarchus cinerascens,NA,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental; Rare/Accidental,yes,4540,Myiarchus cinerascens,Ash-throated Flycatcher
Myiarchus crinitus,Great Crested Flycatcher,Myiarchus crinitus,Great Crested Flycatcher,PASSERIFORMES,Tyrannidae,NA,NA,Rare/Accidental,NA,Rare/Accidental,CA; CAM; CAR; hol; NAM; NaN; nea; SAM; US48; USak,yes,4520,Great Crested Flycatcher,Passeriformes,Tyrannidae,Myiarchus crinitus,yes,Great Crested Flycatcher,Myiarchus crinitus,breeds southeastern Canada to Gulf States; winters to northwestern South America,Tyrannidae (Tyrant Flycatchers),Passeriformes,yes,Rare/Accidental,yes,4520,Myiarchus crinitus,Great Crested Flycatcher
